"basisOfRecord","date_year","decimalLatitude","decimalLongitude","eventDate","individualCount","scientificName","id","especie_normalizada","decada"
"HumanObservation",2023,70.0357733574,29.9635724559,"2023-06-23T13:13:00+02:00",NA,"Rissa tridactyla","74f2c2a4-2a85-441d-9daa-73157906044d","Rissa tridactyla",2020
"HumanObservation",2023,70.3367675346,31.0835053827,"2023-07-12T13:34:00+02:00",NA,"Fratercula arctica","74fa7103-90ec-4970-898c-b7f2c2f3693e","Fratercula arctica",2020
"HumanObservation",2023,65.5419392,-13.7547397997,"2023-07-20T10:49:10+00:00",NA,"Fratercula arctica","7573a523-c998-452a-9f23-4048fbfcdd9a","Fratercula arctica",2020
"HumanObservation",2023,70.2772362494,31.0506907907,"2023-06-23T15:04:00+02:00",NA,"Fratercula arctica","757412a2-7ac3-48f5-98bd-b30ddfe00d9d","Fratercula arctica",2020
"HumanObservation",2023,70.2692971205,31.0382304026,"2023-06-23T17:02:00+02:00",NA,"Fratercula arctica","759b1671-a1d8-4fb2-9194-ab43d8d4730a","Fratercula arctica",2020
"HumanObservation",2023,62.1030199066,-7.6570197567,"2023-08-19T14:51:30+01:00",NA,"Fratercula arctica","75c3dae8-43c8-43ed-adc1-2b01c89fed1f","Fratercula arctica",2020
"HumanObservation",2023,70.289455365,31.180464609,"2023-06-23T15:31:00+02:00",NA,"Fratercula arctica","75d54645-63cc-4f42-82d0-26416eed7dce","Fratercula arctica",2020
"HumanObservation",2023,70.3419276351,31.0892985431,"2023-06-23T15:17:00+02:00",NA,"Rissa tridactyla","75d9e15e-3243-41f6-94b3-971dea0ceca3","Rissa tridactyla",2020
"HumanObservation",2023,66.04716313,-22.82722305,"2023-07-01T17:00:00+00:00",NA,"Fratercula arctica","75e396e9-ff0f-47e1-82ab-2d531d7f3bef","Fratercula arctica",2020
"HumanObservation",2023,66.55576602,-18.01137147,"2023-06-22T11:54:58+00:00",NA,"Rissa tridactyla","762beaa7-ef7a-4e1c-8db5-52083d475aa4","Rissa tridactyla",2020
"HumanObservation",2023,59.372008,-2.4188716,"2023-07-25T13:14:00+01:00",NA,"Fratercula arctica","763706a8-3d00-476a-ac70-8154cbc1adec","Fratercula arctica",2020
"HumanObservation",2023,70.2040689455,31.1848674594,"2023-06-23T16:21:00+02:00",NA,"Fratercula arctica","76506c53-996e-4a20-8eb2-8524a618d94f","Fratercula arctica",2020
"HumanObservation",2023,66.818612267,-13.8272045581,"2023-06-22T19:25:23-01:00",NA,"Balaenoptera physalus","76b1c748-cac3-4013-a64d-3551d9497a15","Balaenoptera physalus",2020
"HumanObservation",2023,70.3573973491,31.1947314479,"2023-06-23T15:05:00+02:00",NA,"Rissa tridactyla","77160f6e-ca26-4938-bf6d-e2e9f952201e","Rissa tridactyla",2020
"HumanObservation",2023,59.5347933333,-1.6023916667,"2023-05-24T08:53:15+01:00",NA,"Fratercula arctica","772bedbf-7e4f-46c4-894a-df1a9a2fe055","Fratercula arctica",2020
"HumanObservation",2023,64.7716916074,-23.554342631,"2023-07-13T16:56:00+00:00",NA,"Rissa tridactyla","77384169-545c-4d3a-b382-e4de34780533","Rissa tridactyla",2020
"HumanObservation",2023,62.2451127035,-7.1821779128,"2023-06-01T19:32:00+01:00",NA,"Rissa tridactyla tridactyla","77820fee-7ec8-4f2b-8821-6796e0a325cc","Rissa tridactyla",2020
"HumanObservation",2023,66.5304033386,-17.9823518844,"2023-07-09T17:10:00+00:00",NA,"Fratercula arctica","77a03ca3-f202-4857-a69d-78113579026f","Fratercula arctica",2020
"HumanObservation",2023,69.6342648256,30.7899962059,"2023-06-22T14:18:00+02:00",NA,"Rissa tridactyla","77aa0ef1-01c8-4d39-8d16-42014a139cf7","Rissa tridactyla",2020
"HumanObservation",2023,65.542628834,-13.7562839213,"2023-05-31T16:16:00+00:00",NA,"Fratercula arctica","77d3e4a3-6148-40de-8a8a-b4f59f367783","Fratercula arctica",2020
"HumanObservation",2023,71.1192909994,24.6628029202,"2023-07-28T11:05:02+02:00",NA,"Fratercula arctica","77f7aea8-251c-443f-b424-9afb7717da43","Fratercula arctica",2020
"HumanObservation",2023,64.7515602541,-23.6446599619,"2023-07-05T10:26:00+00:00",NA,"Rissa tridactyla","78103410-1040-424d-8805-786c06cdb9a0","Rissa tridactyla",2020
"HumanObservation",2023,71.1167736946,25.2208864627,"2023-07-28T12:11:46+02:00",NA,"Fratercula arctica","7900095f-93fa-4088-a7ba-04569ff0783b","Fratercula arctica",2020
"HumanObservation",2023,64.7677,-23.6164716667,"2023-06-02T13:24:25+00:00",NA,"Rissa tridactyla","7933a826-3654-4471-8863-82408ee6abf7","Rissa tridactyla",2020
"HumanObservation",2023,66.3605600629,-14.7716275173,"2023-07-07T13:41:00+00:00",NA,"Fratercula arctica","7950e585-4b43-4711-beae-b373190b7ac0","Fratercula arctica",2020
"HumanObservation",2023,59.8543368573,-1.2745716423,"2023-07-16T12:14:00+01:00",NA,"Fratercula arctica","799b0b32-e459-4bed-a9a8-7e6ba3778f89","Fratercula arctica",2020
"HumanObservation",2023,71.0263148914,25.3234620534,"2023-07-28T18:05:00+02:00",NA,"Rissa tridactyla","79f2a83a-c45c-4966-9455-bd65bc1df030","Rissa tridactyla",2020
"HumanObservation",2023,70.2522434524,31.0045521978,"2023-06-23T15:17:00+02:00",NA,"Rissa tridactyla","7a0a2c8f-0349-45c1-8de1-0a464aab5beb","Rissa tridactyla",2020
"HumanObservation",2023,57.1582343751,9.0247100113,"2023-05-19T11:18:00+02:00",NA,"Rissa tridactyla","7ab1e893-11e0-4832-a512-1181aa144226","Rissa tridactyla",2020
"HumanObservation",2023,66.029332,-17.521948,"2023-03-04T12:38:16","1","Balaenoptera musculus","7b3df04e-b0dd-4a16-b934-c1a58ecc2ff4","Balaenoptera musculus",2020
"HumanObservation",2023,70.2412903342,31.1731047539,"2023-06-23T17:07:00+02:00",NA,"Fratercula arctica","7b5b9500-462d-4122-b890-6aef43825348","Fratercula arctica",2020
"HumanObservation",2023,66.070781,-17.479248,"2023-06-12T14:19:22","1","Balaenoptera musculus","7b6a80ee-a831-4929-91cc-84ae5df51152","Balaenoptera musculus",2020
"HumanObservation",2023,60.1333728027,-1.0105598218,"2023-06-29T10:40:00+01:00",NA,"Rissa tridactyla","7b8ff0a3-1e70-45f8-b71f-a22f108e5640","Rissa tridactyla",2020
"HumanObservation",2023,62.4863320308,5.6611598354,"2023-07-26T19:40:00+02:00",NA,"Fratercula arctica","7bab6d8d-22e9-405d-b1cf-52bfbc34b87a","Fratercula arctica",2020
"HumanObservation",2023,70.3274874869,31.0428754193,"2023-06-29T14:04:00+02:00",NA,"Fratercula arctica","7c11fea4-5a37-491a-b398-2f142f41aa6d","Fratercula arctica",2020
"HumanObservation",2023,65.542569,-13.755936,"2023-08-11T07:36:00+00:00",NA,"Fratercula arctica","7c53b7ea-6128-4685-9e0b-108f7f540bc2","Fratercula arctica",2020
"HumanObservation",2023,80.6411108882,19.0021426887,"2023-09-10T08:39:00+02:00",NA,"Rissa tridactyla","7cc7cb67-dbf2-4dfb-ac98-dc876e0bac09","Rissa tridactyla",2020
"HumanObservation",2023,79.1292773922,11.8609316231,"2023-06-17T17:27:00+02:00",NA,"Rissa tridactyla","7cdc6df7-efaf-4058-aa1c-96fc98786e1c","Rissa tridactyla",2020
"HumanObservation",2023,69.934301,21.768624,"2023-12-31","1","Physeter macrocephalus","7d6d4866-9c3a-4e53-94ad-b94fdca4e7d4","Physeter macrocephalus",2020
"HumanObservation",2023,63.4499420875,-20.2560701894,"2023-07-03T15:50:00+00:00",NA,"Rissa tridactyla","7d8c643d-1bf0-4910-9a73-65ba5b5188f5","Rissa tridactyla",2020
"HumanObservation",2023,63.4033664474,-19.1042221338,"2023-08-11T18:32:57+00:00",NA,"Fratercula arctica","7dc073c6-a6b4-45a7-bbd4-4c0a17fdef88","Fratercula arctica",2020
"HumanObservation",2023,78.115,11.435,"2023-06-29T22:25:57","1","Balaenoptera musculus","7e04eeb5-ea35-41d5-b730-d482d97f90c1","Balaenoptera musculus",2020
"HumanObservation",2023,70.0027769579,30.0293098633,"2023-03-23T10:01:00+01:00",NA,"Rissa tridactyla","7e4927f3-3476-4109-8bd8-2e6f031c0ac1","Rissa tridactyla",2020
"HumanObservation",2023,70.2922234378,31.0301483441,"2023-07-07T12:19:55+02:00",NA,"Fratercula arctica","7e90a487-6081-4241-8d35-9eb74c8ef712","Fratercula arctica",2020
"HumanObservation",2023,78.19,11.16,"2023-06-28T04:12:41","1","Balaenoptera musculus","7ea65e4b-de53-481c-9d76-bb74a1fe9e0b","Balaenoptera musculus",2020
"HumanObservation",2023,79.605102,13.026983,"2023-07-13T12:52:00+02:00",NA,"Rissa tridactyla","7fbe303e-f29d-43d7-b5a9-8c95e9a407b6","Rissa tridactyla",2020
"HumanObservation",2023,66.5423498,-17.9961161,"2023-06-03T07:13:00+00:00",NA,"Rissa tridactyla","801a0af8-2541-41fa-be85-77c93af6423d","Rissa tridactyla",2020
"HumanObservation",2023,70.3202464373,31.1665215728,"2023-07-22T10:31:02+02:00",NA,"Fratercula arctica","802f2152-c4d2-40eb-8557-7b88ea328924","Fratercula arctica",2020
"HumanObservation",2023,70.3740448292,31.0828569887,"2023-06-23T17:38:00+02:00",NA,"Rissa tridactyla","8032d2e2-aa39-4ff3-82e9-3ccd2d78112d","Rissa tridactyla",2020
"HumanObservation",2023,64.8805044256,-24.0268205113,"2023-05-28T12:04:00+00:00",NA,"Rissa tridactyla","80583e55-aceb-47c3-bfca-6e4bd90d0f23","Rissa tridactyla",2020
"HumanObservation",2023,65.500290555,-24.5264866667,"2023-07-16T13:54:00+00:00",NA,"Rissa tridactyla","80714fd0-0afe-4e96-b8b5-79fec6fa1afc","Rissa tridactyla",2020
"HumanObservation",2023,66.5534966667,-17.99928,"2023-07-18T15:41:00+00:00",NA,"Fratercula arctica","808c37e2-7fd2-48c9-a327-04f8d5a414ac","Fratercula arctica",2020
"HumanObservation",2023,70.3531740773,31.1584356204,"2023-07-18T03:35:00+02:00",NA,"Rissa tridactyla","80d842e2-8447-470b-a7df-56fd697ac139","Rissa tridactyla",2020
"HumanObservation",2023,70.2681421806,31.034365407,"2023-06-23T16:21:00+02:00",NA,"Fratercula arctica","81c4bcaa-01ca-45f6-82a1-038319dfef9d","Fratercula arctica",2020
"HumanObservation",2023,65.5007638883,-24.5279788883,"2023-07-16T13:39:00+00:00",NA,"Fratercula arctica","81e088ae-595d-49f9-92fe-06dbd8544084","Fratercula arctica",2020
"HumanObservation",2023,63.512938,-20.126038,"2023-08-26T07:04:00+00:00",NA,"Fratercula arctica","81ee3437-c451-4937-9435-de56bedb1c58","Fratercula arctica",2020
"HumanObservation",2023,62.103825,-7.6539133333,"2023-06-07T15:51:58+01:00",NA,"Fratercula arctica","82a61375-37d1-4d90-98da-4f2aea1302ba","Fratercula arctica",2020
"HumanObservation",2023,78.233795,14.923096,"2023-06-04T19:06:29","1","Balaenoptera musculus","82b069a4-5c2d-4bfa-a8e6-e2e4b6228d22","Balaenoptera musculus",2020
"HumanObservation",2023,63.8807454623,-22.739565238,"2023-05-14T15:51:00+00:00",NA,"Rissa tridactyla","832ea7b9-fa66-4289-a4fd-1b60c23b8340","Rissa tridactyla",2020
"HumanObservation",2023,63.4464703939,-20.2964077145,"2023-07-06T21:04:11+00:00",NA,"Fratercula arctica","83322ddb-dbf3-434b-a552-2244a6ccbfce","Fratercula arctica",2020
"HumanObservation",2023,70.3181546803,31.0185584987,"2023-06-23T15:09:00+02:00",NA,"Fratercula arctica","8385ef1d-cf38-45e7-917b-9162fea85052","Fratercula arctica",2020
"HumanObservation",2023,70.2771497429,31.0496744049,"2023-06-23T15:36:00+02:00",NA,"Fratercula arctica","83c6c404-1e73-42ea-9be2-84d395d2ce60","Fratercula arctica",2020
"HumanObservation",2023,58.3868966001,-5.1976759873,"2023-06-05T13:51:00+01:00",NA,"Fratercula arctica","840df37b-a30a-4fd9-96b1-119d7d14146b","Fratercula arctica",2020
"HumanObservation",2023,65.5423752963,-13.7563188002,"2023-05-11T22:06:46+00:00",NA,"Fratercula arctica","841fea01-9981-43e1-b6a5-4fe6c8bd3852","Fratercula arctica",2020
"HumanObservation",2023,70.264497321,31.0067536872,"2023-06-23T16:58:00+02:00",NA,"Fratercula arctica","84a67330-adfe-4674-9f2d-c4e8edbcc4ad","Fratercula arctica",2020
"HumanObservation",2023,64.886780555,-24.041315555,"2023-07-14T12:51:00+00:00",NA,"Rissa tridactyla","84fe9419-a8a8-4737-9668-68780b6e156a","Rissa tridactyla",2020
"HumanObservation",2023,70.3862018012,31.03416997,"2023-06-23T16:19:00+02:00",NA,"Fratercula arctica","8500a51b-ec36-4e66-930b-5bef47dbc3d1","Fratercula arctica",2020
"HumanObservation",2023,66.5469642263,-18.0196956302,"2023-06-03T08:30:00+00:00",NA,"Rissa tridactyla","856cd7da-32d0-4ae1-ad8a-5e6fbfeacdb4","Rissa tridactyla",2020
"HumanObservation",2023,63.4026175,-19.131128055,"2023-07-23T18:40:00+00:00",NA,"Fratercula arctica","857627ef-7278-464b-99b2-628605106b5c","Fratercula arctica",2020
"HumanObservation",2023,65.2684852122,-14.1963321716,"2023-06-12T11:07:35+00:00",NA,"Fratercula arctica","85b3ac24-64c7-4f31-9d75-c9015634811e","Fratercula arctica",2020
"HumanObservation",2023,69.416667,15.75,"2023-07-10T18:16:50","1","Physeter macrocephalus","85edd6c8-01e5-496e-b073-674f0f06edd0","Physeter macrocephalus",2020
"HumanObservation",2023,64.92952405,-18.9127397,"2023-11-30T19:53:09+00:00",NA,"Fratercula arctica","864c23ea-a950-4a3a-991f-37b743a2fbc9","Fratercula arctica",2020
"HumanObservation",2023,77.0169945733,15.8746128065,"2023-07-08T15:47:00+02:00",NA,"Rissa tridactyla","86a70b05-b915-476e-ab68-e77ba5d1a662","Rissa tridactyla",2020
"HumanObservation",2023,70.3414339704,31.1616285583,"2023-06-23T15:28:56+02:00",NA,"Fratercula arctica","86d66905-6208-48a0-a1d8-e7e49919b8af","Fratercula arctica",2020
"HumanObservation",2023,70.3346854161,31.0602203795,"2023-06-23T17:40:00+02:00",NA,"Rissa tridactyla","871edd8d-1376-4fe3-a730-b6862eb02699","Rissa tridactyla",2020
"HumanObservation",2023,69.7764674026,18.9226647106,"2023-06-20T15:59:14+02:00",NA,"Rissa tridactyla","882b7edb-73bc-44ea-ba4a-7f50afc45db6","Rissa tridactyla",2020
"HumanObservation",2023,80.7518851033,20.5074712726,"2023-07-30T11:28:00+02:00",NA,"Fratercula arctica","884f4433-6b62-4e91-9844-32e946008237","Fratercula arctica",2020
"HumanObservation",2023,64.0281143188,-22.064868927,"2023-06-27T11:32:00+00:00",NA,"Fratercula arctica","88726b29-fdcc-4754-9e9a-3309de352dfc","Fratercula arctica",2020
"HumanObservation",2023,70.2133124586,31.0640401838,"2023-06-04T09:41:31+02:00",NA,"Rissa tridactyla","8874604e-43fc-4da2-a2fd-ad3b68913c99","Rissa tridactyla",2020
"HumanObservation",2023,63.4337463379,-19.1547031403,"2023-08-02T10:34:10+00:00",NA,"Fratercula arctica","88b18aa7-b533-4c3c-8cba-29e233d7018c","Fratercula arctica",2020
"HumanObservation",2023,63.4415675,-20.2767246,"2023-07-06T19:27:12+00:00",NA,"Rissa tridactyla","88f691eb-71a7-4179-b5a5-ecd18f563a5a","Rissa tridactyla",2020
"HumanObservation",2023,63.4026397217,-19.1310472217,"2023-07-23T18:39:00+00:00",NA,"Fratercula arctica","88f8be92-9b08-4b65-a63a-08095dd223a4","Fratercula arctica",2020
"HumanObservation",2023,70.2779741051,31.0757522103,"2023-06-23T16:36:00+02:00",NA,"Fratercula arctica","89095b54-5918-40db-ae1f-df03e0c74308","Fratercula arctica",2020
"HumanObservation",2023,70.361719709,31.0834302122,"2023-06-23T16:42:00+02:00",NA,"Fratercula arctica","895b755b-cf97-4fb2-86a0-1bbe122b9fbd","Fratercula arctica",2020
"HumanObservation",2023,65.5294241767,-24.5654328125,"2023-07-02T17:42:00+00:00",NA,"Fratercula arctica","898b0b47-220c-4592-991a-207d4b6cc8bd","Fratercula arctica",2020
"HumanObservation",2023,79.1254160744,11.8782265889,"2023-06-27T09:25:00+02:00",NA,"Fratercula arctica","8a42bc2d-294f-46f0-801c-6d16e437b07b","Fratercula arctica",2020
"HumanObservation",2023,70.3382123255,31.0033838799,"2023-06-23T15:27:00+02:00",NA,"Fratercula arctica","8a65db6d-984e-4219-97de-ab5d5dd6ca6e","Fratercula arctica",2020
"HumanObservation",2023,58.6706709232,-3.3776352413,"2023-06-04T09:01:00+01:00",NA,"Fratercula arctica","8b60e0b0-215d-4bda-86b7-fdaae10f65c9","Fratercula arctica",2020
"HumanObservation",2023,63.4021210858,-19.1316471797,"2023-08-07T10:19:00+00:00",NA,"Fratercula arctica","8b874ed9-0d77-4880-85df-16738d14fdd9","Fratercula arctica",2020
"HumanObservation",2023,79.839244,17.984619,"2023-07-15T14:03:36","1","Balaenoptera musculus","8bf8f504-f048-49a9-b266-8df18fc28a45","Balaenoptera musculus",2020
"HumanObservation",2023,64.7842161008,-17.2083454501,"2023-08-01T15:06:00+00:00",NA,"Rissa tridactyla","8c5f4639-c94c-43dc-a5dd-42af0e881197","Rissa tridactyla",2020
"HumanObservation",2023,63.4638083522,-19.0068485365,"2023-07-27T09:41:08+00:00",NA,"Fratercula arctica","8ceda43d-8da7-48de-bc81-9f4f080a45be","Fratercula arctica",2020
"HumanObservation",2023,66.5423498,-17.9961161,"2023-06-03T11:25:00+00:00",NA,"Fratercula arctica","8d15c77c-df17-4e0f-9edc-60b3c0a0cc05","Fratercula arctica",2020
"HumanObservation",2023,66.537630555,-18.0106808333,"2023-07-20T13:33:00+00:00",NA,"Fratercula arctica","8d4c7ff6-a95d-40b2-ab6d-8e0833795cd6","Fratercula arctica",2020
"HumanObservation",2023,64.9311193891,-24.0130216429,"2023-05-31T14:34:00+00:00",NA,"Rissa tridactyla","8dba37e8-805d-4144-bec2-da6b93b1411e","Rissa tridactyla",2020
"HumanObservation",2023,65.542569,-13.755936,"2023-08-11T08:03:00+00:00",NA,"Rissa tridactyla","8dc90ae5-efd6-459a-a88f-b4b370c4575b","Rissa tridactyla",2020
"HumanObservation",2023,70.1695407522,29.2427035925,"2023-06-23T12:25:00+02:00",NA,"Rissa tridactyla","8dd51505-cceb-4d7e-aa36-cee788c53b58","Rissa tridactyla",2020
"HumanObservation",2023,70.248394873,31.1446318783,"2023-06-23T15:09:00+02:00",NA,"Fratercula arctica","8e707bd3-0ab1-428f-a5b3-395aea8d5278","Fratercula arctica",2020
"HumanObservation",2023,70.2404391472,31.0734705462,"2023-06-23T17:23:00+02:00",NA,"Rissa tridactyla","8e750127-5807-40e8-b462-6a37207194fd","Rissa tridactyla",2020
"HumanObservation",2023,59.9753461901,-1.3451234568,"2023-06-14T16:54:43+01:00",NA,"Fratercula arctica","8eaa7f1e-3c55-4ea5-b05a-2698a4f86108","Fratercula arctica",2020
"HumanObservation",2023,70.2213218874,31.0786894774,"2023-06-23T17:27:00+02:00",NA,"Rissa tridactyla","8f636cef-0550-41eb-8f51-53b44fbcb957","Rissa tridactyla",2020
"HumanObservation",2023,62.361908277,-6.7860282831,"2023-07-17T12:02:00+01:00",NA,"Rissa tridactyla","8f68edec-d08c-4f82-98da-2b0f8de531f2","Rissa tridactyla",2020
"HumanObservation",2023,65.3880614153,-22.9534548451,"2023-06-22T12:49:00+00:00",NA,"Fratercula arctica","8fce1356-e1ea-41d7-874e-eb73cb98ebad","Fratercula arctica",2020
"HumanObservation",2023,70.3612576642,31.1724899205,"2023-06-23T16:37:00+02:00",NA,"Fratercula arctica","9031d073-2481-4f75-9d3d-55e2da6a1cdd","Fratercula arctica",2020
"HumanObservation",2023,65.496683055,-24.5151058333,"2023-07-16T14:11:00+00:00",NA,"Fratercula arctica","90940268-b426-4d0b-a265-52ab91dfbad3","Fratercula arctica",2020
"HumanObservation",2023,58.6407374922,-3.0265838653,"2023-05-26",NA,"Fratercula arctica","90f6ca94-0440-4d2f-a19a-3493964a884d","Fratercula arctica",2020
"HumanObservation",2023,64.1458772871,-21.9252517123,"2023-06-01T13:15:35+00:00",NA,"Fratercula arctica","90f9e33c-313c-44d1-9b1d-34d186114857","Fratercula arctica",2020
"HumanObservation",2023,70.2316866324,31.1045695922,"2023-06-23T16:19:00+02:00",NA,"Fratercula arctica","912d240a-f387-4d04-a5ee-074be135c296","Fratercula arctica",2020
"HumanObservation",2023,64.8618475395,-24.0383397336,"2023-05-31T18:00:00+00:00",NA,"Rissa tridactyla","9150c53b-e324-4b9e-900b-d94d34c210e1","Rissa tridactyla",2020
"HumanObservation",2023,70.2726253853,31.0445382584,"2023-06-04T10:46:50+02:00",NA,"Fratercula arctica","921ba6d0-4b3a-4f6a-a495-2579c5ec7cca","Fratercula arctica",2020
"HumanObservation",2023,66.1,-17.5,"2023-06-11T11:00","1","Balaenoptera musculus","92726059-8694-4bda-800b-9774e9800dc3","Balaenoptera musculus",2020
"HumanObservation",2023,70.2885307746,31.1311843923,"2023-06-23T17:39:00+02:00",NA,"Rissa tridactyla","929903ff-f160-4dcc-bd9c-dd79b6a860e1","Rissa tridactyla",2020
"HumanObservation",2023,78.1776100992,13.9504903726,"2023-07-10T22:02:00+02:00",NA,"Rissa tridactyla","92d7c34c-0cc7-4630-8d70-ecab5afabfaf","Rissa tridactyla",2020
"HumanObservation",2023,70.2246206115,31.0494507902,"2023-06-29T12:54:00+02:00",NA,"Fratercula arctica","92f3db0d-a212-4c73-9a69-29ed4ae8eed7","Fratercula arctica",2020
"HumanObservation",2023,70.327967127,31.0841372925,"2023-07-01T12:00:00+02:00",NA,"Fratercula arctica","93220e8c-af70-4aed-91ae-e47f517c0960","Fratercula arctica",2020
"HumanObservation",2023,63.4222774772,-19.0144315646,"2023-08-15T14:02:42+00:00",NA,"Fratercula arctica","93817b51-9e39-4e2e-862c-6a726eb95994","Fratercula arctica",2020
"HumanObservation",2023,70.3470854039,31.118884366,"2023-03-24T12:15:00+01:00",NA,"Fratercula arctica","9393e832-53b7-47b2-98be-b501db882e80","Fratercula arctica",2020
"HumanObservation",2023,69.7547921011,18.8513545812,"2023-07-10T06:56:00+02:00",NA,"Rissa tridactyla","93a401aa-6af5-45a2-b136-a455e2657d7e","Rissa tridactyla",2020
"HumanObservation",2023,62.1106874997,-7.4432808,"2023-07-20T15:52:49+01:00",NA,"Fratercula arctica","94c19b9e-d60f-477c-b705-cc8b1234c89d","Fratercula arctica",2020
"HumanObservation",2023,63.4043950427,-19.1029287457,"2023-08-07T12:21:00+00:00",NA,"Fratercula arctica","94cd9ddd-f4b7-4878-82d9-6604bfd3a3ed","Fratercula arctica",2020
"HumanObservation",2023,79.9855,13.7589,"2023-07-05T11:15:00+02:00",NA,"Rissa tridactyla","94e8bea1-b233-481c-b2b4-4610943e416d","Rissa tridactyla",2020
"HumanObservation",2023,79.7971744192,11.9514019567,"2023-06-19T18:10:00+02:00",NA,"Fratercula arctica","94ec66ca-af10-405b-a707-24fab00afab0","Fratercula arctica",2020
"HumanObservation",2023,63.4220405213,-20.2883685777,"2023-07-24T14:06:00+00:00",NA,"Fratercula arctica","9522aed5-0a09-4358-b362-a077e649feb7","Fratercula arctica",2020
"HumanObservation",2023,70.2981364039,31.0131917433,"2023-06-23T17:22:00+02:00",NA,"Rissa tridactyla","9527b7ce-e911-44e7-a4c3-787243c385be","Rissa tridactyla",2020
"HumanObservation",2023,77.5563222055,15.0581344217,"2023-09-25T08:58:00+02:00",NA,"Rissa tridactyla","95370735-d47c-4ef8-87ac-bfe42f1018f9","Rissa tridactyla",2020
"HumanObservation",2023,79.6016122548,18.4679439551,"2023-07-14T16:01:00+02:00",NA,"Rissa tridactyla","958a5c3b-560d-451d-9d8f-51bc4d2efb1b","Rissa tridactyla",2020
"HumanObservation",2023,79.1345367527,11.8134547576,"2023-06-17T16:12:00+02:00",NA,"Rissa tridactyla","965e9206-d36a-475a-ad8f-8625cab24794","Rissa tridactyla",2020
"HumanObservation",2023,69.7489986754,18.9236208318,"2023-07-28T14:02:28+02:00",NA,"Rissa tridactyla","969e890e-a44f-471d-9fd7-428ae1e1e27e","Rissa tridactyla",2020
"HumanObservation",2023,58.5203028163,5.7767508798,"2023-02-08T15:15:00+01:00",NA,"Fratercula arctica","96eec6d6-68ac-4ce4-9868-0fd4e2207a31","Fratercula arctica",2020
"HumanObservation",2023,69.416667,16.333333,"2023-03-24T11:38:04","1","Physeter macrocephalus","97179150-b6dd-4a76-bdbb-020d2a564b2b","Physeter macrocephalus",2020
"HumanObservation",2023,78.1671109574,13.8007805336,"2023-06-24T22:39:00+02:00",NA,"Fratercula arctica","9718c559-3859-462c-aadc-25dfa203346c","Fratercula arctica",2020
"HumanObservation",2023,70.0417624599,30.0229544405,"2023-06-28T16:49:00+02:00",NA,"Rissa tridactyla","9770503c-04a8-4393-9c26-82fc4af94d1e","Rissa tridactyla",2020
"HumanObservation",2023,70.3570955558,31.0669148788,"2023-06-23T17:39:00+02:00",NA,"Rissa tridactyla","978f9278-d360-4588-b25e-d2fd0cc53028","Rissa tridactyla",2020
"HumanObservation",2023,62.4138556657,5.7787691127,"2023-05-30T12:02:00+02:00",NA,"Fratercula arctica","97b9fcb8-3e04-48c7-adcc-9abca5cb9a9e","Fratercula arctica",2020
"HumanObservation",2023,63.4034852871,-20.2879448796,"2023-05-31T09:59:00+00:00",NA,"Fratercula arctica","9814f95b-4cd3-49ba-81cc-fbc9bf8f3862","Fratercula arctica",2020
"HumanObservation",2023,70.2098951111,31.0666961647,"2023-06-23T15:34:00+02:00",NA,"Fratercula arctica","98fc18c8-ecf6-49ad-a6fe-008f27758f16","Fratercula arctica",2020
"HumanObservation",2023,78.0632380316,13.5674833656,"2023-06-08T08:44:00+02:00",NA,"Fratercula arctica","99033b12-4c70-487a-8101-5f8d85fe4987","Fratercula arctica",2020
"HumanObservation",2023,70.3424870754,31.0158797704,"2023-06-23T15:07:00+02:00",NA,"Fratercula arctica","991aa498-2d18-4c41-9ea5-f26dda8c246a","Fratercula arctica",2020
"HumanObservation",2023,70.3086415647,31.0844558988,"2023-06-23T17:38:00+02:00",NA,"Rissa tridactyla","99a02e90-94f6-468b-a030-b0e20bae1b1c","Rissa tridactyla",2020
"HumanObservation",2023,70.36433576,31.157576562,"2023-06-23T17:25:51+02:00",NA,"Rissa tridactyla","99d0e326-bdad-44f4-bc72-ac4f8ee116c1","Rissa tridactyla",2020
"HumanObservation",2023,71.0287056755,25.3173828464,"2023-07-17T12:47:00+02:00",NA,"Rissa tridactyla","9a0429b1-4639-4593-a076-97e7cb4c368d","Rissa tridactyla",2020
"HumanObservation",2023,70.2833132094,31.1798470582,"2023-06-23T17:25:00+02:00",NA,"Rissa tridactyla","9a50e4e2-2a07-4aee-b834-1f260d4ee67c","Rissa tridactyla",2020
"HumanObservation",2023,70.2910698135,31.1007586853,"2023-06-23T17:03:00+02:00",NA,"Fratercula arctica","9a51eff1-6a12-40e2-8ea9-8ecb6d6ae3da","Fratercula arctica",2020
"HumanObservation",2023,64.7683335673,-23.6181334513,"2023-06-02T13:09:24+00:00",NA,"Rissa tridactyla","9a631a30-d2f8-4bca-bd06-4e51ab4bc292","Rissa tridactyla",2020
"HumanObservation",2023,78.115,11.435,"2023-06-29T20:36:00","1","Balaenoptera musculus","9a8eb0c3-603e-4838-a0f2-9b7ffa7752b0","Balaenoptera musculus",2020
"HumanObservation",2023,70.2528895169,31.055749887,"2023-06-23T17:38:00+02:00",NA,"Rissa tridactyla","9a9556cc-e2cd-4167-864f-ab31c2d019d5","Rissa tridactyla",2020
