taxonID	identifier	title	format	datasetID	subject
urn:lsid:marinespecies.org:taxname:1021626	NCBI:txid111847	"To GenBank (34 nucleotides; 43 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021627	NCBI:txid590941	"To GenBank (359 nucleotides; 382 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021629	NCBI:txid164605	"To GenBank (131 nucleotides; 130 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021631	NCBI:txid2598663	"To GenBank (12 nucleotides; 12 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021633	NCBI:txid643377	"To GenBank (7 nucleotides; 30 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021634	NCBI:txid496974	"To GenBank (26 nucleotides; 50 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021638	NCBI:txid1142163	"To GenBank (2 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021639	NCBI:txid457493	"To GenBank (10 nucleotides; 34 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021640	NCBI:txid329116	"To GenBank (45198 nucleotides; 242 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021642	NCBI:txid1906136	"To GenBank (144 nucleotides; 186 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021645	NCBI:txid170859	"To GenBank (41 nucleotides; 68 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021646	NCBI:txid323265	"To GenBank (9 nucleotides; 43 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021647	NCBI:txid323266	"To GenBank (9 nucleotides; 43 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021655	NCBI:txid101871	"To GenBank (12 nucleotides; 14 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021662	NCBI:txid1748033	"To GenBank (3 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021663	NCBI:txid984617	"To GenBank (1 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021664	NCBI:txid1747978	"To GenBank (5 nucleotides; 4 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021665	NCBI:txid2486673	"To GenBank (7 nucleotides; 7 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021666	NCBI:txid390312	"To GenBank (65 nucleotides; 37 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021668	NCBI:txid64145	"To GenBank (65 nucleotides; 55 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021669	NCBI:txid1979128	"To GenBank (3 nucleotides; 3 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021670	NCBI:txid1312656	"To GenBank (4 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021671	NCBI:txid1312491	"To GenBank (3 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021673	NCBI:txid238680	"To GenBank (16 nucleotides; 10 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021674	NCBI:txid68464	"To GenBank (15375 nucleotides; 295 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021675	NCBI:txid117140	"To GenBank (171 nucleotides; 89 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021676	NCBI:txid2690406	"To GenBank (23 nucleotides; 19 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021677	NCBI:txid248959	"To GenBank (146 nucleotides; 152 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021680	NCBI:txid3021527	"To GenBank (2 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021682	NCBI:txid1590168	"To GenBank (1 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021683	NCBI:txid1590162	"To GenBank (2 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021685	NCBI:txid370404	"To GenBank (43 nucleotides; 31 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021686	NCBI:txid471642	"To GenBank (33 nucleotides; 20 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021687	NCBI:txid1755135	"To GenBank (3 nucleotides; 3 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021689	NCBI:txid1590163	"To GenBank (10 nucleotides; 10 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021691	NCBI:txid1606676	"To GenBank (19 nucleotides; 42 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021692	NCBI:txid487622	"To GenBank (57 nucleotides; 80 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021695	NCBI:txid118662	"To GenBank (36 nucleotides; 43 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021696	NCBI:txid392941	"To GenBank (16 nucleotides; 11 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021697	NCBI:txid909840	"To GenBank (10 nucleotides; 21 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021698	NCBI:txid1104216	"To GenBank (15 nucleotides; 13 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021699	NCBI:txid577555	"To GenBank (14 nucleotides; 9 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021700	NCBI:txid1204403	"To GenBank (18 nucleotides; 40 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021701	NCBI:txid2809730	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:1021705	NCBI:txid1633428	"To GenBank (5 nucleotides; 4 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021707	NCBI:txid2709347	"To GenBank (1 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021709	NCBI:txid77841	"To GenBank (96 nucleotides; 91 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021711	NCBI:txid322124	"To GenBank (5 nucleotides; 28 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021712	NCBI:txid322131	"To GenBank (856 nucleotides; 44 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021713	NCBI:txid2936480	"To GenBank (1 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021714	NCBI:txid390462	"To GenBank (11 nucleotides; 11 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021716	NCBI:txid693490	"To GenBank (19 nucleotides; 17 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021717	NCBI:txid471580	"To GenBank (13 nucleotides; 32 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021718	NCBI:txid337770	"To GenBank (3 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021720	NCBI:txid337715	"To GenBank (4 nucleotides; 3 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021722	NCBI:txid582603	"To GenBank (11 nucleotides; 11 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021726	NCBI:txid643450	"To GenBank (21 nucleotides; 43 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021731	NCBI:txid643439	"To GenBank (15 nucleotides; 26 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021733	NCBI:txid857641	"To GenBank (6 nucleotides; 4 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021734	NCBI:txid206418	"To GenBank (41 nucleotides; 34 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021735	NCBI:txid857641	"To GenBank (6 nucleotides; 4 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021736	NCBI:txid432394	"To GenBank (52 nucleotides; 110 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021741	NCBI:txid1679032	"To GenBank (17 nucleotides; 48 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021742	NCBI:txid1053780	"To GenBank (160 nucleotides; 165 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021743	NCBI:txid451694	"To GenBank (29 nucleotides; 76 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021745	NCBI:txid69931	"To GenBank (19 nucleotides; 19 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021749	NCBI:txid209204	"To GenBank (17 nucleotides; 8 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021751	NCBI:txid2305409	"To GenBank (50 nucleotides; 23 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021754	NCBI:txid2665448	"To GenBank (7 nucleotides; 5 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021758	NCBI:txid64147	"To GenBank (36 nucleotides; 31 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021759	NCBI:txid1671881	"To GenBank (15 nucleotides; 11 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021761	NCBI:txid752546	"To GenBank (7 nucleotides; 7 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021762	NCBI:txid304292	"To GenBank (85 nucleotides; 83 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021763	NCBI:txid237411	"To GenBank (37 nucleotides; 45 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021765	NCBI:txid311467	"To GenBank (141 nucleotides; 129 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021766	NCBI:txid2809722	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:1021767	NCBI:txid1820603	"To GenBank (5089 nucleotides; 37 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021768	NCBI:txid2904767	"To GenBank (10 nucleotides; 8 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021772	NCBI:txid1156498	"To GenBank (5 nucleotides; 5 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021774	NCBI:txid227279	"To GenBank (54 nucleotides; 48 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021776	NCBI:txid643381	"To GenBank (2 nucleotides; 26 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021777	NCBI:txid370404	"To GenBank (43 nucleotides; 31 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021779	NCBI:txid443701	"To GenBank (17 nucleotides; 16 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021780	NCBI:txid64151	"To GenBank (30 nucleotides; 28 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021782	NCBI:txid432399	"To GenBank (41 nucleotides; 62 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021783	NCBI:txid64148	"To GenBank (53 nucleotides; 44 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021784	NCBI:txid2809722	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:1021785	NCBI:txid496985	"To GenBank (18 nucleotides; 42 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021786	NCBI:txid64148	"To GenBank (53 nucleotides; 44 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021789	NCBI:txid930271	"To GenBank (8 nucleotides; 4 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021790	NCBI:txid304060	"To GenBank (5 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021792	NCBI:txid2282842	"To GenBank (6 nucleotides; 5 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021794	NCBI:txid209222	"To GenBank (13 nucleotides; 6 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021796	NCBI:txid2218679	"To GenBank (31 nucleotides; 31 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021798	NCBI:txid42547	"To GenBank (77 nucleotides; 55 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021799	NCBI:txid2705577	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:1021800	NCBI:txid42550	"To GenBank (89 nucleotides; 89 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021802	NCBI:txid303753	"To GenBank (60 nucleotides; 79 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021803	NCBI:txid2768690	"To GenBank (1 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021814	NCBI:txid303983	"To GenBank (35 nucleotides; 21 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021815	NCBI:txid1836195	"To GenBank (12 nucleotides; 10 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021816	NCBI:txid371946	"To GenBank (26 nucleotides; 19 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021817	NCBI:txid2705578	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:1021818	NCBI:txid857658	"To GenBank (42 nucleotides; 76 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021819	NCBI:txid1123872	"To GenBank (10 nucleotides; 9 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021820	NCBI:txid909846	"To GenBank (2 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021821	NCBI:txid126315	"To GenBank (121 nucleotides; 55 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021822	NCBI:txid33540	"To GenBank (153 nucleotides; 145 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021823	NCBI:txid862799	"To GenBank (21 nucleotides; 44 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021825	NCBI:txid699555	"To GenBank (20 nucleotides; 18 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021826	NCBI:txid369627	"To GenBank (32 nucleotides; 54 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021827	NCBI:txid643417	"To GenBank (16 nucleotides; 39 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021829	NCBI:txid67539	"To GenBank (94 nucleotides; 118 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021830	NCBI:txid126735	"To GenBank (80 nucleotides; 75 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021833	NCBI:txid435268	"To GenBank (11 nucleotides; 8 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021836	NCBI:txid1483150	"To GenBank (16 nucleotides; 15 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021838	NCBI:txid304083	"To GenBank (6 nucleotides; 3 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021842	NCBI:txid1982766	"To GenBank (7 nucleotides; 30 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021844	NCBI:txid385292	"To GenBank (19 nucleotides; 19 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021848	NCBI:txid182802	"To GenBank (8 nucleotides; 7 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021849	NCBI:txid457492	"To GenBank (82 nucleotides; 82 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021851	NCBI:txid1204389	"To GenBank (58 nucleotides; 54 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021852	NCBI:txid303022	"To GenBank (97 nucleotides; 93 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021854	NCBI:txid2991265	"To GenBank (2 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021855	NCBI:txid1072684	"To GenBank (18 nucleotides; 17 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021856	NCBI:txid303025	"To GenBank (246 nucleotides; 166 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021862	NCBI:txid1982766	"To GenBank (7 nucleotides; 30 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021869	NCBI:txid1504033	"To GenBank (40 nucleotides; 58 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021870	NCBI:txid2608428	"To GenBank (14 nucleotides; 13 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021874	NCBI:txid749526	"To GenBank (87 nucleotides; 69 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021875	NCBI:txid380996	"To GenBank (12 nucleotides; 10 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021879	NCBI:txid337661	"To GenBank (20 nucleotides; 19 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021880	NCBI:txid503133	"To GenBank (16 nucleotides; 7 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021883	NCBI:txid157060	"To GenBank (10 nucleotides; 7 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021884	NCBI:txid245781	"To GenBank (26 nucleotides; 19 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021885	NCBI:txid238235	"To GenBank (41 nucleotides; 15 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021886	NCBI:txid1009700	"To GenBank (11 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021888	NCBI:txid274817	"To GenBank (105 nucleotides; 62 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021890	NCBI:txid405139	"To GenBank (4 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021891	NCBI:txid1414450	"To GenBank (33 nucleotides; 17 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021893	NCBI:txid1234169	"To GenBank (13 nucleotides; 11 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021894	NCBI:txid1849556	"To GenBank (7 nucleotides; 7 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021895	NCBI:txid857704	"To GenBank (11 nucleotides; 34 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021897	NCBI:txid385971	"To GenBank (25 nucleotides; 44 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021898	NCBI:txid303022	"To GenBank (97 nucleotides; 93 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021899	NCBI:txid381601	"To GenBank (41 nucleotides; 33 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021901	NCBI:txid471577	"To GenBank (52 nucleotides; 63 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021902	NCBI:txid46780	"To GenBank (121 nucleotides; 115 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021903	NCBI:txid81343	"To GenBank (46 nucleotides; 37 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021904	NCBI:txid999361	"To GenBank (145 nucleotides; 145 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021905	NCBI:txid496987	"To GenBank (27 nucleotides; 27 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021906	NCBI:txid451688	"To GenBank (56 nucleotides; 92 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021907	NCBI:txid205135	"To GenBank (150 nucleotides; 127 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021911	NCBI:txid135755	"To GenBank (112 nucleotides; 143 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021918	NCBI:txid245786	"To GenBank (22 nucleotides; 19 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021919	NCBI:txid119480	"To GenBank (216 nucleotides; 198 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021920	NCBI:txid1329253	"To GenBank (31 nucleotides; 31 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021921	NCBI:txid119849	"To GenBank (84692 nucleotides; 29 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021922	NCBI:txid112163	"To GenBank (236 nucleotides; 196 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021925	NCBI:txid1483119	"To GenBank (145 nucleotides; 119 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021926	NCBI:txid348150	"To GenBank (24 nucleotides; 48 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021927	NCBI:txid3000136	"To GenBank (1 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021928	NCBI:txid2608169	"To GenBank (3 nucleotides; 3 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021929	NCBI:txid2608170	"To GenBank (3 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021930	NCBI:txid1204405	"To GenBank (9 nucleotides; 8 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021931	NCBI:txid1602384	"To GenBank (30 nucleotides; 30 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021944	NCBI:txid137058	"To GenBank (26 nucleotides; 10 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021945	NCBI:txid352902	"To GenBank (8 nucleotides; 8 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021946	NCBI:txid1567448	"To GenBank (63 nucleotides; 10 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021947	NCBI:txid109271	"To GenBank (402 nucleotides; 129 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021948	NCBI:txid1003708	"To GenBank (3 nucleotides; 3 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021949	NCBI:txid195839	"To GenBank (118 nucleotides; 122 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021951	NCBI:txid1692312	"To GenBank (17 nucleotides; 12 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021953	NCBI:txid984888	"To GenBank (5 nucleotides; 5 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021956	NCBI:txid1204408	"To GenBank (37 nucleotides; 29 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021957	NCBI:txid1027349	"To GenBank (9 nucleotides; 7 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021960	NCBI:txid42654	"To GenBank (48 nucleotides; 26 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021964	NCBI:txid1544722	"To GenBank (6 nucleotides; 5 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021965	NCBI:txid57956	"To GenBank (1 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021966	NCBI:txid1424605	"To GenBank (8 nucleotides; 4 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021967	NCBI:txid138676	"To GenBank (2252 nucleotides; 157 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021968	NCBI:txid2023043	"To GenBank (4 nucleotides; 3 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021969	NCBI:txid52617	"To GenBank (187 nucleotides; 173 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021970	NCBI:txid1424603	"To GenBank (1 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021971	NCBI:txid1001831	"To GenBank (28 nucleotides; 15 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021972	NCBI:txid2763900	"To GenBank (61 nucleotides; 164 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021973	NCBI:txid430564	"To GenBank (12 nucleotides; 36 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021974	NCBI:txid457510	"To GenBank (58 nucleotides; 76 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021975	NCBI:txid80793	"To GenBank (68 nucleotides; 45 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021976	NCBI:txid327405	"To GenBank (88 nucleotides; 85 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021978	NCBI:txid1221224	"To GenBank (86 nucleotides; 62 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021980	NCBI:txid441951	"To GenBank (35 nucleotides; 23 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021984	NCBI:txid175792	"To GenBank (43932 nucleotides; 64507 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021986	NCBI:txid1424603	"To GenBank (1 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021987	NCBI:txid184450	"To GenBank (33 nucleotides; 23 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021989	NCBI:txid1483094	"To GenBank (28 nucleotides; 17 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021991	NCBI:txid154033	"To GenBank (19 nucleotides; 20 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021992	NCBI:txid2023136	"To GenBank (20 nucleotides; 136 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021993	NCBI:txid80806	"To GenBank (402 nucleotides; 397 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021994	NCBI:txid425483	"To GenBank (23 nucleotides; 46 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021995	NCBI:txid516038	"To GenBank (23 nucleotides; 47 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021996	NCBI:txid149977	"To GenBank (39 nucleotides; 38 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021997	NCBI:txid209222	"To GenBank (13 nucleotides; 6 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021998	NCBI:txid145924	"To GenBank (242 nucleotides; 187 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1021999	NCBI:txid145923	"To GenBank (82 nucleotides; 69 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022000	NCBI:txid1001925	"To GenBank (393 nucleotides; 402 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022001	NCBI:txid80784	"To GenBank (208 nucleotides; 234 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022002	NCBI:txid418128	"To GenBank (439 nucleotides; 411 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022003	NCBI:txid39568	"To GenBank (208 nucleotides; 211 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022004	NCBI:txid332172	"To GenBank (220 nucleotides; 184 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022005	NCBI:txid78878	"To GenBank (6 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022007	NCBI:txid1234273	"To GenBank (68746 nucleotides; 56522 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022008	NCBI:txid75356	"To GenBank (4128 nucleotides; 884 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022010	NCBI:txid51549	"To GenBank (6297 nucleotides; 1500 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022012	NCBI:txid34776	"To GenBank (103 nucleotides; 110 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022013	NCBI:txid127972	"To GenBank (16 nucleotides; 36 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022014	NCBI:txid195855	"To GenBank (47 nucleotides; 19 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022015	NCBI:txid80805	"To GenBank (431 nucleotides; 414 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022019	NCBI:txid457492	"To GenBank (82 nucleotides; 82 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022020	NCBI:txid337691	"To GenBank (9 nucleotides; 8 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:1022022	NCBI:txid2305409	"To GenBank (50 nucleotides; 23 proteins)"		ncbi	
