basisOfRecord,date_year,decimalLatitude,decimalLongitude,eventDate,individualCount,scientificName,id,especie_normalizada,decada,traffic_at_point,traffic_buffer_mean
HumanObservation,2023,63.7856150941,-20.6965149983,2023-11-26T10:40:39+00:00,,Fratercula arctica,e63e2960-2b0a-48ef-881d-40520b836d7d,Fratercula arctica,2020,,0.28893476724624634
HumanObservation,2023,64.0705324,-22.6512494,2023-06-15T19:45:00+00:00,,Rissa tridactyla,e857c6f8-b67a-4051-a097-13de7430056e,Rissa tridactyla,2020,1.8488099575042725,53.7739372253418
HumanObservation,2023,57.1166667,8.6,2023-02-19T16:22:00+01:00,,Rissa tridactyla,e8647171-a0a6-428d-b8ae-1186b6987396,Rissa tridactyla,2020,24949.2265625,108.5760269165039
HumanObservation,2023,67.1510207421,-16.6211671556,2023-09-29T17:43:00-01:00,,Rissa tridactyla,e96a0832-752c-4a8e-81f4-b66d2cf7fa14,Rissa tridactyla,2020,0.21796566247940063,0.1313466876745224
HumanObservation,2023,64.7516193753,-23.6450487304,2023-07-06T10:00:00+00:00,,Rissa tridactyla,e9aeb9fa-063f-4da8-883e-1b527b1112e7,Rissa tridactyla,2020,0.33879104256629944,8.386506080627441
HumanObservation,2023,63.4283409117,-20.3013267517,2023-07-07T13:26:32+00:00,,Fratercula arctica,eb127b8b-cd9f-4595-ba72-549573506532,Fratercula arctica,2020,0.4367242455482483,49.820640563964844
HumanObservation,2023,63.4450266958,-20.2614583281,2023-07-24T14:22:00+00:00,,Fratercula arctica,ebcb13f3-5ce9-4fd0-8b9d-c299fd97a36d,Fratercula arctica,2020,13177.1298828125,50.4283332824707
HumanObservation,2023,65.5448112088,-24.1193737493,2023-07-19T11:54:00+00:00,,Fratercula arctica,ebe8898d-6d7f-41b5-adeb-fbc0be9635fc,Fratercula arctica,2020,,78.59056091308594
HumanObservation,2023,64.7678279691,-23.6163388286,2023-06-02T13:25:46+00:00,,Rissa tridactyla,ec0c8f5b-128d-473d-99c2-388a07268903,Rissa tridactyla,2020,10.351204872131348,9.029241561889648
HumanObservation,2023,59.533905,-1.602095,2023-05-26T09:34:07+01:00,,Fratercula arctica,ed0fc584-2681-4e50-bcbe-5069817f7205,Fratercula arctica,2020,9.582188606262207,0.9262499809265137
HumanObservation,2023,63.4055660977,-19.1116428515,2023-07-31T16:57:00+00:00,,Fratercula arctica,ed87dfd0-59ef-4d67-ba61-93f615f7b024,Fratercula arctica,2020,0.0063093360513448715,0.9070271253585815
HumanObservation,2023,66.4576976375,-18.1686036826,2023-06-19T11:41:00+00:00,,Rissa tridactyla,edc23199-4832-4718-9200-ff3bc5e72122,Rissa tridactyla,2020,0.07449087500572205,0.40829649567604065
HumanObservation,2023,62.3251149,-6.9494209,2023-07-15T21:21:24+01:00,,Fratercula arctica,ee6c69c0-9c49-43d2-adb0-df7d1f652fd8,Fratercula arctica,2020,0.18653295934200287,8.596384048461914
HumanObservation,2023,62.1026870353,-7.6552976669,2023-07-02T12:15:00+01:00,,Fratercula arctica,ee8f0bd5-1bb5-4818-8120-0db8baf50a10,Fratercula arctica,2020,1.597419023513794,0.31569281220436096
HumanObservation,2023,63.4211583147,-19.1008405387,2023-07-22T17:46:46+00:00,,Fratercula arctica,eec71fba-319c-4389-a485-a1f667f32cb8,Fratercula arctica,2020,,0.7684381604194641
HumanObservation,2023,65.8599564565,-20.2947910826,2023-08-13T10:41:00+00:00,,Rissa tridactyla,eeefd5ac-d3e1-4fae-aa9f-75d2fd646b2e,Rissa tridactyla,2020,0.0,58.45728302001953
HumanObservation,2023,66.3642375914,-14.6580785757,2023-07-07T13:37:00+00:00,,Rissa tridactyla,ef07bcaf-915a-472d-baa5-5c831b1ea01a,Rissa tridactyla,2020,0.041228488087654114,0.3508157432079315
HumanObservation,2023,64.7716916074,-23.554342631,2023-07-13T16:59:00+00:00,,Rissa tridactyla,efd97388-d723-4d9a-9d79-ca7885aad1da,Rissa tridactyla,2020,1.8836169242858887,8.37494945526123
HumanObservation,2023,64.7353973,-23.775135,2023-07-07T09:29:00+00:00,,Rissa tridactyla,efe83240-d89c-42a6-bb62-272974213010,Rissa tridactyla,2020,0.025411320850253105,7.502353668212891
HumanObservation,2023,65.5008805556,-24.5280852778,2023-08-16T15:33:00+00:00,,Fratercula arctica,efe8e45e-5278-4e69-966e-e084a1901f2b,Fratercula arctica,2020,0.21914801001548767,0.7743099331855774
HumanObservation,2023,62.2594295179,5.4232307864,2023-01-26,,Fratercula arctica,f1fe609d-b798-470a-98a4-7b73b184b7cd,Fratercula arctica,2020,0.00767528684809804,23.156625747680664
HumanObservation,2023,63.4032638472,-20.2883267957,2023-05-29T17:12:00+00:00,,Fratercula arctica,f263c6ff-5be7-49d9-97a3-ca518c21bb28,Fratercula arctica,2020,1.1813567876815796,49.52362823486328
HumanObservation,2023,64.75157,-23.9019266667,2023-08-10T15:55:00+00:00,,Rissa tridactyla,f27c9ac5-1296-417a-bc9d-f4a17b56f5f0,Rissa tridactyla,2020,0.36628174781799316,1.807261347770691
HumanObservation,2023,57.1429138333,10.426975,2023-10-22T19:52:16+02:00,,Fratercula arctica,f30ffc6d-ff1c-4d08-9706-ba6749475f97,Fratercula arctica,2020,97.2178726196289,1.6517527103424072
HumanObservation,2023,63.4073978971,-19.1047570227,2023-06-07T19:04:00+00:00,,Fratercula arctica,f34c0b2c-d41d-41bc-b630-7266aab46605,Fratercula arctica,2020,0.0063093360513448715,0.9070271253585815
HumanObservation,2023,65.5424351551,-13.7482517435,2023-06-05T16:56:00+00:00,,Fratercula arctica,f4f74096-f1bf-4181-bf05-3dc80ce13a87,Fratercula arctica,2020,3972.853759765625,16.466697692871094
HumanObservation,2023,58.630494288,-3.0340853641,2023-06-10T08:57:00+01:00,,Rissa tridactyla,f558afbd-1155-4c5e-b0dd-a720de4c4e93,Rissa tridactyla,2020,1.0979679822921753,2.177053451538086
HumanObservation,2023,64.049101,-16.181527,2023-08-12T08:55:00+00:00,,Rissa tridactyla,f78a6085-8b20-4fd3-af1e-380dfb45263b,Rissa tridactyla,2020,0.0,0.19356860220432281
HumanObservation,2023,64.0458136111,-16.1795086111,2023-08-03T14:04:00+00:00,,Rissa tridactyla,f7bc5626-8039-415b-9909-36faea3297fe,Rissa tridactyla,2020,0.0,0.19356860220432281
HumanObservation,2023,65.6063741326,-20.6352624129,2023-06-01T17:01:00+00:00,,Rissa tridactyla,f8555e56-4615-4882-8dad-05d9e5310707,Rissa tridactyla,2020,0.0,0.03656208887696266
HumanObservation,2023,64.047803055,-16.180913055,2023-07-22T22:06:00+00:00,,Rissa tridactyla,f8595e14-1658-41b2-bd07-11e833793457,Rissa tridactyla,2020,0.0,0.19356860220432281
HumanObservation,2023,63.4442583333,-20.3022722222,2023-05-05T22:21:00+00:00,,Fratercula arctica,f89022c5-4abe-417f-bbae-660bb5e85b72,Fratercula arctica,2020,12.264752388000488,49.883949279785156
HumanObservation,2023,65.4992978239,-24.510755512,2023-06-30T08:18:00+00:00,,Fratercula arctica,f9dd45fe-61be-402a-b457-d1a2ec867e6f,Fratercula arctica,2020,0.21914801001548767,0.7743099331855774
HumanObservation,2023,67.8340877572,12.8912035033,2023-07-18T11:28:00+02:00,,Rissa tridactyla,fb322df9-7c43-4e5f-b78a-76228855cc4d,Rissa tridactyla,2020,4.871072769165039,36.901519775390625
HumanObservation,2023,63.4036638889,-19.1300611111,2023-06-10T01:16:00+00:00,,Fratercula arctica,fb34fe62-97c6-42bc-a213-6bde6d3b88e1,Fratercula arctica,2020,0.0011651238892227411,0.9701371192932129
HumanObservation,2023,64.1742958921,-21.9623392169,2023-06-01T13:23:18+00:00,,Fratercula arctica,fb3fe1fe-ff13-4357-bd69-a4a8427bd1de,Fratercula arctica,2020,43.554161071777344,94.5106201171875
HumanObservation,2023,66.1135237473,-17.413473053,2023-06-06T08:08:00+00:00,,Rissa tridactyla,fb7ec0ee-2b9a-4929-b811-8caac1952b52,Rissa tridactyla,2020,3.880598783493042,44.6925048828125
HumanObservation,2023,61.6855754911,-6.7415479571,2023-07-21T12:07:08+01:00,,Fratercula arctica,fb8b3ac3-e4a1-4c3e-9964-2ae3f82391cc,Fratercula arctica,2020,0.08514668792486191,0.6917353272438049
HumanObservation,2023,66.5617807164,-13.6235575005,2023-07-27T19:33:43-01:00,,Rissa tridactyla,fc155838-fad8-4176-9db5-2c88cd91f4e7,Rissa tridactyla,2020,0.013235481455922127,0.04150780662894249
HumanObservation,2023,62.3718224284,5.7611229457,2023-05-15T18:05:00+02:00,,Fratercula arctica,fc5edf3b-a6fb-4fba-8eeb-cc997a905d9d,Fratercula arctica,2020,4.144409656524658,105.47017669677734
HumanObservation,2023,66.1136304673,-17.3696698458,2023-06-04T08:59:00+00:00,,Fratercula arctica,fc77e7ce-6270-4e99-a270-8219af327d3b,Fratercula arctica,2020,22.969921112060547,48.89598083496094
HumanObservation,2023,57.1585044555,9.0251544038,2023-08-05T19:46:00+02:00,,Rissa tridactyla,fcc55c2f-e4fb-4fae-bafd-a3fa49abe614,Rissa tridactyla,2020,0.05674942582845688,5.843149185180664
HumanObservation,2023,64.0676160412,-21.9713795193,2023-02-24T15:46:00+00:00,,Rissa tridactyla,fd3b5e2d-5b6a-498b-95ed-1ae3fa367551,Rissa tridactyla,2020,5469.10107421875,218.4965057373047
HumanObservation,2023,64.169063489,-21.9693333283,2023-06-01T13:51:31+00:00,,Fratercula arctica,fd6287ff-047b-4812-a800-ca76c79ea31a,Fratercula arctica,2020,43.554161071777344,94.5106201171875
HumanObservation,2023,65.3783938675,-22.9095706352,2023-06-21T16:18:00+00:00,,Fratercula arctica,fdc45681-184a-4da5-b8a5-f0aad9774596,Fratercula arctica,2020,31.35597801208496,1.4203054904937744
HumanObservation,2023,67.8150282835,12.8917789519,2023-07-15T14:23:26+02:00,,Rissa tridactyla,fde5671d-cc07-4053-91df-8a821181c8f9,Rissa tridactyla,2020,1.8524590730667114,36.28358840942383
HumanObservation,2023,65.5418783333,-13.7547883333,2023-06-29T10:26:19+00:00,,Fratercula arctica,fe2e5496-c0c8-420d-9afa-90a0f4ee18b4,Fratercula arctica,2020,3972.853759765625,16.466697692871094
HumanObservation,2023,65.5421916667,-13.7549555556,2023-06-05T07:30:00+00:00,,Fratercula arctica,fe5fb571-7f47-4ac6-ba05-15f3665acd55,Fratercula arctica,2020,3972.853759765625,16.466697692871094
HumanObservation,2023,63.3989840295,-20.2920211822,2023-06-26T00:48:00+00:00,,Fratercula arctica,fea27d01-db48-43c7-98b2-b2ff2341ccba,Fratercula arctica,2020,1.1087168455123901,49.52362823486328
HumanObservation,2023,65.9017150225,-16.0653276382,2023-05-29T18:12:13+00:00,,Fratercula arctica,ff06c58f-4071-4978-856f-3e1fd5bf68da,Fratercula arctica,2020,,
HumanObservation,2023,64.9389451138,-19.1132996684,2023-07-13T19:11:08+00:00,,Fratercula arctica,ff0f4cd1-3400-4e5f-b9b9-31afda8bc832,Fratercula arctica,2020,,
HumanObservation,2023,66.076667,-17.55,2023-05-13,1.0,Balaenoptera musculus,ffc18197-dd4e-4c99-8ec2-ee666112ced5,Balaenoptera musculus,2020,9.621062278747559,42.36812973022461
HumanObservation,2023,66.081892,-17.551167,2023-06-15T11:00,1.0,Balaenoptera musculus,fff72bd9-82ac-4900-86fe-4557f34fc911,Balaenoptera musculus,2020,9.621062278747559,41.757022857666016
HumanObservation,2023,65.4992978239,-24.510755512,2023-06-30T07:48:00+00:00,,Rissa tridactyla,fffd70b2-ef3f-4509-9e2e-6bff0bea63ea,Rissa tridactyla,2020,0.21914801001548767,0.7743099331855774
