date,cell_ll_lat,cell_ll_lon,mmsi,hours,fishing_hours
2023-12-21,-76.4,-172.8,440854000,0.0147,0
2023-12-21,-76.4,-172.6,440854000,0.0986,0
2023-12-21,-76.4,-172.4,440854000,0.1838,0
2023-12-21,-76.4,-172.7,440854000,0.1633,0
2023-12-21,-76.4,-172.5,440854000,0.133,0
2023-12-21,-76.3,-172.3,440854000,0.1683,0
2023-12-21,-76.3,-172.2,440854000,0.1822,0
2023-12-21,-76.3,-172,440854000,0.0666,0
2023-12-21,-76.3,-172.1,440854000,0.2663,0
2023-12-21,-76.2,-168.8,431650000,0.1247,0
2023-12-21,-76.2,-168.7,431650000,0.1244,0
2023-12-21,-76.2,-168.9,431650000,0.0336,0
2023-12-21,-76.2,-168.6,431650000,0.0666,0
2023-12-21,-76.2,-168,440282000,0.1186,0
2023-12-21,-76.2,-167.9,440282000,0.1116,0
2023-12-21,-76.2,-167.8,440282000,0.1044,0
2023-12-21,-76.2,-168.1,440282000,0.1319,0
2023-12-21,-76.2,-168.2,440282000,0.0802,0
2023-12-21,-76.2,-171.8,440854000,0.2141,0
2023-12-21,-76.2,-171.9,440854000,0.2191,0
2023-12-21,-76.2,-172,440854000,0.0658,0
2023-12-21,-76.2,-171.7,440854000,0.1002,0
2023-12-21,-76.1,-168.4,431650000,0.1166,0
2023-12-21,-76.1,-168,431650000,0.1655,0
2023-12-21,-76.1,-167.7,431650000,0.3191,0
2023-12-21,-76.1,-167.8,431650000,0.1475,0
2023-12-21,-76.1,-168.5,431650000,0.1341,0
2023-12-21,-76.1,-168.1,431650000,0.1344,0
2023-12-21,-76.1,-168.2,431650000,0.0322,0
2023-12-21,-76.1,-167.9,431650000,0.0675,0
2023-12-21,-76.1,-168.3,431650000,0.2,0
2023-12-21,-76.1,-168.6,431650000,0.05,0
2023-12-21,-76.1,-167.7,440282000,0.1166,0
2023-12-21,-76.1,-166.7,440282000,0.1166,0
2023-12-21,-76.1,-166.3,440282000,0.1497,0
2023-12-21,-76.1,-164.5,440282000,0.6161,0
2023-12-21,-76.1,-165.5,440282000,0.1058,0
2023-12-21,-76.1,-165,440282000,0.7161,0
2023-12-21,-76.1,-165.7,440282000,1.0836,0.1694
2023-12-21,-76.1,-167.5,440282000,0.0997,0
2023-12-21,-76.1,-165.4,440282000,0.1611,0
2023-12-21,-76.1,-166.5,440282000,0.1316,0
2023-12-21,-76.1,-166.8,440282000,0.0719,0
2023-12-21,-76.1,-166.4,440282000,0.1002,0
2023-12-21,-76.1,-165.3,440282000,0.8997,0
2023-12-21,-76.1,-167,440282000,0.1169,0
2023-12-21,-76.1,-166,440282000,0.1166,0
2023-12-21,-76.1,-167.6,440282000,0.1511,0
2023-12-21,-76.1,-167.2,440282000,0.1169,0
2023-12-21,-76.1,-167.8,440282000,0.0325,0
2023-12-21,-76.1,-164.6,440282000,0.9841,0
2023-12-21,-76.1,-165.8,440282000,0.4505,0
2023-12-21,-76.1,-166.9,440282000,0.1616,0
2023-12-21,-76.1,-165.6,440282000,0.6675,0
2023-12-21,-76.1,-164.7,440282000,0.8658,0
2023-12-21,-76.1,-167.1,440282000,0.1169,0
2023-12-21,-76.1,-165.9,440282000,0.1333,0
2023-12-21,-76.1,-165.2,440282000,0.7166,0
2023-12-21,-76.1,-164.9,440282000,0.7383,0
2023-12-21,-76.1,-167.3,440282000,0.1158,0
2023-12-21,-76.1,-166.1,440282000,0.1177,0
2023-12-21,-76.1,-164.8,440282000,0.7119,0
2023-12-21,-76.1,-166.6,440282000,0.1169,0
2023-12-21,-76.1,-165.1,440282000,0.7505,0
2023-12-21,-76.1,-166.2,440282000,0.0836,0
2023-12-21,-76.1,-167.4,440282000,0.1166,0
2023-12-21,-76.1,-171.4,440854000,0.0502,0
2023-12-21,-76.1,-171.7,440854000,0.1161,0
2023-12-21,-76.1,-171.6,440854000,0.2194,0
2023-12-21,-76.1,-171.5,440854000,0.2158,0
2023-12-21,-76.1,-168.6,512006000,0.0836,0
2023-12-21,-76,-167.2,431650000,1.4147,0.9841
2023-12-21,-76,-167.6,431650000,2.8797,0
2023-12-21,-76,-167.7,431650000,2.1722,0
2023-12-21,-76,-167.3,431650000,3.5733,1.9511
2023-12-21,-76,-167.4,431650000,1.6783,0
2023-12-21,-76,-167.8,431650000,3.5538,1.5302
2023-12-21,-76,-168,431650000,0.8341,0.5002
2023-12-21,-76,-167.9,431650000,1.3791,1.0975
2023-12-21,-76,-167.5,431650000,2.9147,0
2023-12-21,-76,-165.1,440282000,0.49,0
2023-12-21,-76,-165.6,440282000,1.523,0
2023-12-21,-76,-165.8,440282000,0.7988,0
2023-12-21,-76,-165.2,440282000,1.6755,1.2547
2023-12-21,-76,-164.7,440282000,0.0836,0
2023-12-21,-76,-165.5,440282000,2.9738,0
2023-12-21,-76,-164.9,440282000,0.1333,0
2023-12-21,-76,-165.3,440282000,1.358,0.2838
2023-12-21,-76,-165.4,440282000,1.2602,0
2023-12-21,-76,-165.7,440282000,1.1163,0
2023-12-21,-76,-164.8,440282000,0.1497,0
2023-12-21,-76,-165,440282000,0.1336,0
2023-12-21,-76,-172.6,440755000,0.133,0
2023-12-21,-76,-173.5,440755000,0.1336,0
2023-12-21,-76,-173,440755000,0.1675,0
2023-12-21,-76,-174.7,440755000,0.2147,0
2023-12-21,-76,-175,440755000,0.2355,0
2023-12-21,-76,-172.8,440755000,0.1316,0
2023-12-21,-76,-173.3,440755000,0.1163,0
2023-12-21,-76,-173.2,440755000,0.1355,0
2023-12-21,-76,-174,440755000,0.1558,0
2023-12-21,-76,-174.8,440755000,0.1177,0
2023-12-21,-76,-172.9,440755000,0.0997,0
2023-12-21,-76,-172.3,440755000,0.0672,0
2023-12-21,-76,-174.1,440755000,0.1594,0
2023-12-21,-76,-173.8,440755000,0.1333,0
2023-12-21,-76,-173.6,440755000,0.1191,0
2023-12-21,-76,-172.5,440755000,0.1341,0
2023-12-21,-76,-172.4,440755000,0.1822,0
2023-12-21,-76,-175.1,440755000,0.183,0
2023-12-21,-76,-173.9,440755000,0.1666,0
2023-12-21,-76,-175.3,440755000,0.2094,0
2023-12-21,-76,-172.7,440755000,0.1333,0
2023-12-21,-76,-174.2,440755000,0.0997,0
2023-12-21,-76,-175.2,440755000,0.3308,0
2023-12-21,-76,-173.7,440755000,0.1305,0
2023-12-21,-76,-173.1,440755000,0.1158,0
2023-12-21,-76,-174.9,440755000,0.2494,0
2023-12-21,-76,-173.4,440755000,0.1336,0
2023-12-21,-76,-170.2,440854000,1.2491,1.2491
2023-12-21,-76,-170.8,440854000,0.1105,0
2023-12-21,-76,-170.5,440854000,3.7724,0.9833
2023-12-21,-76,-170.4,440854000,1.3266,0.9872
2023-12-21,-76,-170.3,440854000,2.0447,1.1294
2023-12-21,-76,-171.4,440854000,0.1647,0
2023-12-21,-76,-170.6,440854000,1.3352,0.7333
2023-12-21,-76,-170.1,440854000,1.0177,0.6677
2023-12-21,-76,-170.9,440854000,0.2077,0
2023-12-21,-76,-171.1,440854000,0.1333,0
2023-12-21,-76,-170.7,440854000,4.2013,0.3169
2023-12-21,-76,-171,440854000,0.1358,0
2023-12-21,-76,-171.2,440854000,0.1338,0
2023-12-21,-76,-171.3,440854000,0.1327,0
2023-12-21,-76,-166.3,512006000,1.1013,0
2023-12-21,-76,-166.1,512006000,0.3,0
2023-12-21,-76,-166.4,512006000,1.3844,0
2023-12-21,-76,-167.9,512006000,0.098,0
2023-12-21,-76,-168.1,512006000,0.2338,0
2023-12-21,-76,-168.4,512006000,0.2036,0
2023-12-21,-76,-168.3,512006000,0.2674,0
2023-12-21,-76,-166.5,512006000,1.3922,0
2023-12-21,-76,-168,512006000,0.1344,0
2023-12-21,-76,-166.6,512006000,1.2738,0
2023-12-21,-76,-166.2,512006000,0.9977,0
2023-12-21,-76,-166.7,512006000,0.7666,0.4319
2023-12-21,-76,-166.8,512006000,0.1836,0
2023-12-21,-76,-168.5,512006000,0.198,0
