date,cell_ll_lat,cell_ll_lon,mmsi,hours,fishing_hours
2023-02-20,-77.9,-177.2,512008000,0.1658,0
2023-02-20,-77.9,-177,512008000,0.6324,0.3305
2023-02-20,-77.9,-176.8,512008000,0.0338,0
2023-02-20,-77.9,-176.9,512008000,0.2838,0
2023-02-20,-77.9,-177.1,512008000,0.2002,0
2023-02-20,-77.8,-177.7,512008000,1.3833,1.1008
2023-02-20,-77.8,-176.4,512008000,0.9666,0
2023-02-20,-77.8,-177.4,512008000,0.2158,0
2023-02-20,-77.8,-176.6,512008000,0.1997,0
2023-02-20,-77.8,-176.8,512008000,0.15,0
2023-02-20,-77.8,-177.3,512008000,0.2166,0
2023-02-20,-77.8,-177.6,512008000,0.4994,0.3161
2023-02-20,-77.8,-176.3,512008000,0.0327,0
2023-02-20,-77.8,-176.5,512008000,0.1994,0
2023-02-20,-77.8,-177.5,512008000,0.2013,0
2023-02-20,-77.8,-178.1,512008000,0.1161,0.0163
2023-02-20,-77.8,-177.8,512008000,0.3991,0
2023-02-20,-77.8,-178,512008000,1.1994,0.8675
2023-02-20,-77.8,-176.7,512008000,0.1836,0
2023-02-20,-77.8,-177.2,512008000,0.0172,0
2023-02-20,-77.8,-177.9,512008000,0.3519,0
2023-02-20,-77.7,-176.8,512008000,0.2497,0
2023-02-20,-77.7,-176.7,512008000,0.2344,0
2023-02-20,-77.7,-176.5,512008000,0.2327,0
2023-02-20,-77.7,-176.9,512008000,0.2672,0
2023-02-20,-77.7,-178.2,512008000,1.3005,0.9175
2023-02-20,-77.7,-178.3,512008000,0.8491,0
2023-02-20,-77.7,-178.1,512008000,1.0158,0.8997
2023-02-20,-77.7,-176.6,512008000,0.2497,0
2023-02-20,-77.7,-176.4,512008000,0.1177,0
2023-02-20,-77.6,-179.7,512008000,1.4986,1.4669
2023-02-20,-77.6,-177.1,512008000,0.1841,0
2023-02-20,-77.6,-178.2,512008000,0.2008,0
2023-02-20,-77.6,-178.5,512008000,1.3158,0.9513
2023-02-20,-77.6,-178.7,512008000,0.1336,0
2023-02-20,-77.6,-178.3,512008000,1.6838,1.0655
2023-02-20,-77.6,-178.8,512008000,0.1319,0
2023-02-20,-77.6,-179.1,512008000,0.1336,0
2023-02-20,-77.6,-177.8,512008000,0.1505,0
2023-02-20,-77.6,-177.5,512008000,0.1997,0
2023-02-20,-77.6,-177.6,512008000,0.2,0
2023-02-20,-77.6,-179.4,512008000,0.133,0
2023-02-20,-77.6,-178.4,512008000,1.7002,1.2833
2023-02-20,-77.6,-177,512008000,0.1819,0
2023-02-20,-77.6,-177.2,512008000,0.183,0
2023-02-20,-77.6,-178,512008000,0.1494,0
2023-02-20,-77.6,-179.2,512008000,0.133,0
2023-02-20,-77.6,-179.5,512008000,0.1344,0
2023-02-20,-77.6,-179.6,512008000,1.8169,1.6666
2023-02-20,-77.6,-179,512008000,0.133,0
